"age","bmass","mu","sigma","nu"
20,150.3,281.174063550782,0.0998852267054786,1.44792374628377
20,150.4,281.315458868227,0.0998922735176845,1.44704871832217
20,150.5,281.456330979884,0.0998993208306381,1.44617427196777
20,150.6,281.596685908837,0.0999063686443303,1.44530040644792
20,150.7,281.736529694731,0.0999134169587521,1.44442712099151
20,150.8,281.875868393652,0.0999204657738942,1.44355441482899
20,150.9,282.014708078011,0.0999275150897477,1.4426822871923
20,151,282.153054836429,0.0999345649063033,1.44181073731494
20,151.1,282.290914773623,0.099941615223552,1.44093976443191
20,151.2,282.428294010295,0.0999486660414846,1.44006936777975
20,151.3,282.565198683022,0.0999557173600919,1.43919954659648
20,151.4,282.701634944142,0.0999627691793648,1.43833030012167
20,151.5,282.837608961652,0.099969821499294,1.43746162759638
20,151.6,282.973126919094,0.0999768743198706,1.43659352826316
20,151.7,283.108195015456,0.0999839276410851,1.43572600136607
20,151.8,283.242819465062,0.0999909814629284,1.43485904615066
20,151.9,283.377006497473,0.0999980357853913,1.43399266186399
20,152,283.510762357382,0.100005090608465,1.43312684775459
20,152.1,283.644093304515,0.100012145932139,1.43226160307245
20,152.2,283.777005613534,0.100019201756405,1.43139692706909
20,152.3,283.909505573936,0.100026258081254,1.43053281899745
20,152.4,284.041602665811,0.100033314906659,1.42966927811199
20,152.5,284.173319099098,0.100040372232519,1.42880630366861
20,152.6,284.304680306422,0.100047430058719,1.42794389492468
20,152.7,284.43571176987,0.10005448838514,1.42708205113902
20,152.8,284.566439020683,0.100061547211666,1.42622077157191
20,152.9,284.696887638963,0.100068606538178,1.4253600554851
20,153,284.827083253414,0.100075666364561,1.42449990214177
20,153.1,284.9570515411,0.100082726690695,1.42364031080654
20,153.2,285.086818227223,0.100089787516465,1.42278128074549
20,153.3,285.216409084936,0.100096848841751,1.42192281122611
20,153.4,285.345849935164,0.100103910666437,1.42106490151735
20,153.5,285.475166646462,0.100110972990406,1.42020755088957
20,153.6,285.604385134884,0.100118035813539,1.41935075861457
20,153.7,285.733531363887,0.100125099135719,1.41849452396556
20,153.8,285.862631344253,0.100132162956827,1.41763884621718
20,153.9,285.991711134029,0.100139227276748,1.41678372464547
20,154,286.120796838507,0.100146292095361,1.41592915852788
20,154.1,286.249914610207,0.100153357412551,1.41507514714329
20,154.2,286.379086280745,0.100160423228224,1.41422168977197
20,154.3,286.50831624063,0.10016748954239,1.41336878569557
20,154.4,286.637604516165,0.100174556355084,1.41251643419717
20,154.5,286.766951133664,0.100181623666342,1.41166463456122
20,154.6,286.896356119456,0.100188691476198,1.41081338607357
20,154.7,287.025819499879,0.100195759784688,1.40996268802145
20,154.8,287.155341301284,0.100202828591846,1.40911253969347
20,154.9,287.284921550034,0.100209897897709,1.40826294037963
20,155,287.414560272504,0.100216967702311,1.40741388937129
20,155.1,287.544257495079,0.100224038005688,1.40656538596119
20,155.2,287.674013244159,0.100231108807874,1.40571742944342
20,155.3,287.803827546154,0.100238180108905,1.40487001911347
20,155.4,287.933700427486,0.100245251908816,1.40402315426816
20,155.5,288.063631914589,0.100252324207642,1.40317683420568
20,155.6,288.193622033909,0.100259397005419,1.40233105822556
20,155.7,288.323670811906,0.100266470302181,1.4014858256287
